1,10486.87
2,10204.49
3,10465
4,10489.36
5,10288.86
6,10402.14
7,10315.57
8,10686.57
9,10735.4
10,10313.27
11,9891.25
12,9881.54
13,9764.17
14,9811.63
15,9979.99
16,10169.33
17,10682.93
18,11381.54
19,11991.4
20,12417.15
21,12382.45
22,11720.39
23,10868.35
24,10300.4
