Time,T1,T2,Q1,Q2
1704.0,26.377,27.666,0.0,0.0
1707.0,26.345,27.666,0.0,0.0
1710.01,26.119,27.344,0.0,0.0
1713.0,26.055,27.344,0.0,0.0
1716.01,26.055,27.312,0.0,0.0
1719.01,26.055,27.021,0.0,0.0
1722.01,26.055,27.021,0.0,0.0
1725.0,25.926,26.957,0.0,0.0
1728.0,25.732,26.699,0.0,0.0
1731.0,25.732,26.699,0.0,0.0
1734.01,25.732,26.57,0.0,0.0
1737.01,25.7,26.377,0.0,0.0
1740.01,25.507,26.377,0.0,0.0
1743.01,25.442,26.184,0.0,0.0
1746.0,25.41,26.055,0.0,0.0
1749.0,25.41,26.055,0.0,0.0
1752.02,25.41,25.926,0.0,0.0
1755.0,25.41,25.765,0.0,0.0
1758.01,25.378,25.732,0.0,0.0
1761.0,25.056,25.668,0.0,0.0
1764.01,25.088,25.41,0.0,0.0
1766.01,25.088,25.41,0.0,0.0
1768.01,25.088,25.41,0.0,0.0
1771.0,25.088,25.281,0.0,0.0
1774.01,25.056,25.217,0.0,0.0
1777.0,24.895,25.088,0.0,0.0
1780.0,24.766,25.088,0.0,0.0
1782.01,24.766,25.088,0.0,0.0
1784.01,24.733,25.023,0.0,0.0
1787.0,24.766,24.83,0.0,0.0
1790.01,24.733,24.766,0.0,0.0
1793.01,24.572,24.766,0.0,0.0
1796.01,24.54,24.604,0.0,0.0
1799.02,24.476,24.443,0.0,0.0
1801.02,24.443,24.443,0.0,0.0
1803.01,24.443,24.443,0.0,0.0
1805.01,24.443,24.443,0.0,0.0
1807.01,24.411,24.314,0.0,0.0
1809.01,24.443,24.153,0.0,0.0
1812.0,24.186,24.121,0.0,0.0
1814.01,24.282,24.121,0.0,0.0
1817.01,24.121,24.121,0.0,0.0
1820.01,24.121,24.121,0.0,0.0
1823.0,24.121,23.96,0.0,0.0
1826.01,24.121,23.799,0.0,0.0
1829.01,24.121,23.799,0.0,0.0
1832.01,24.057,23.799,0.0,0.0
1834.0,24.089,23.799,0.0,0.0
1837.01,23.863,23.767,0.0,0.0
1840.01,23.799,23.509,0.0,0.0
1842.02,23.799,23.477,0.0,0.0
1844.01,23.799,23.477,0.0,0.0
1847.02,23.799,23.477,0.0,0.0
1849.01,23.799,23.477,0.0,0.0
1852.01,23.799,23.477,0.0,0.0
1855.01,23.509,23.315,0.0,0.0
1858.0,23.638,23.187,0.0,0.0
1861.01,23.638,23.154,0.0,0.0
1864.01,23.477,23.154,0.0,0.0
1866.01,23.477,23.122,0.0,0.0
1868.01,23.477,23.154,0.0,0.0
1870.01,23.477,23.09,0.0,0.0
1872.01,23.477,22.961,0.0,0.0
1874.0,23.477,22.832,0.0,0.0
1876.01,23.444,22.832,0.0,0.0
1878.0,23.444,22.832,0.0,0.0
1880.01,23.315,22.832,0.0,0.0
1882.01,23.251,22.832,0.0,0.0
1884.01,23.251,22.832,0.0,0.0
1886.0,23.154,22.832,0.0,0.0
1888.01,23.283,22.832,0.0,0.0
1890.01,23.154,22.832,0.0,0.0
1893.01,23.154,22.8,0.0,0.0
1896.01,23.154,22.735,0.0,0.0
1898.01,23.154,22.671,0.0,0.0
